Celtic Armory	PvP	Celtic	«id»:»Ce_Bldg_Armory	Armory		Building	Not a damaging Building	No Dmg			UserInterface/Icons/buildings/armory_tech_Normal_ua.png						2250	0	0	0.8	0	0	20	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00							50																				200			200																			0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0				0.00	0	0		0														
Egyptian Armory	PvP	Egyptian	«id»:»Eg_Bldg_Armory	Armory		Building	Not a damaging Building	No Dmg			UserInterface/Icons/buildings/armory_tech_Normal_ua.png						2250	0	0	0.8	0	0	20	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00							50																				200			200																			0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0				0.00	0	0		0														
Greek Armory	PvP	Greek	«id»:»Gr_Bldg_Armory	Armory		Building	Not a damaging Building	No Dmg			UserInterface/Icons/buildings/armory_tech_Normal_ua.png						2250	0	0	0.8	0	0	20	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00							50																				200			200																			0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0				0.00	0	0		0														
Norse Armory	PvP	Norse	«id»:»No_Bldg_Armory	Armory		Building	Not a damaging Building	No Dmg			UserInterface/Icons/buildings/armory_tech_Normal_ua.png						2250	0	0	0.8	0	0	20	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00							50																				200			200																			0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0				0.00	0	0		0														
Persian Armory	PvP	Persian	«id»:»Pe_Bldg_Armory	Armory		Building	Not a damaging Building	No Dmg			UserInterface/Icons/buildings/armory_tech_Normal_ua.png						2250	0	0	0.8	0	0	20	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00							50																				200			0																			0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0				0.00	0	0		0														
Persian Asabara	PvP	Persian	«id»:»Pe_Cav_Asabara	Asabara	Base	Unit	Cavalry				UserInterface/Icons/techs/c04/c04_military_techtree/c04_unitasabara_Normal_ua.png						460	0	0	0.3	0.5	0	20	0	0	19	0	0	0	1.00	1.50	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00				9					17															2		70		50		120																			0.53	1.33	0.00		0.00		0.00		0.00		0.47	1.83	0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.53	1.33	0.00	0.00	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	25.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.54	0	0	0	0	0	0	0	0	0	25.27	0	0	0	0	34.77	0	0	0	0	50.54	0	0	0	0	2	0	0	0	0	60.04	0	0	0		0	30.02	0	0	0	0	0	50.54	0	0	0		1.83	1.33	0.50	3.16	2	1.58	0.7049														
Persian AsabaraChampion	PvP	Persian		Asabara	Champion	Unit	Cavalry				UserInterface/Icons/techs/c04/c04_military_techtree/c04_unittechasabarachampion_Normal_ua.png						506	0	0	0.3	0.5	0	20	0	0	20.9	0	0	0	1.00	1.50	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00				9.45		40			17															2		70		50		120			400.00																0.53	1.33	0.00		0.00		0.00		0.00		0.47	1.83	0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.53	1.33	0.00	0.00	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	27.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.594	0	0	0	0	0	0	0	0	0	27.797	0	0	0	0	38.247	0	0	0	0	55.594	0	0	0	0	2	0	0	0	0	66.044	0	0	0		0	33.022	0	0	0	0	0	55.594	0	0	0		1.83	1.33	0.50	3.16	2	1.58	0.7049														
Greek AshlarMasonry	PvP	Greek		AshlarMasonry		Upgrade		No Dmg			UserInterface/Icons/techs/c01/c01_utility_techtree/c01_buildingtechashlarmasonry_Normal_ua.png						0	0	0	0	0	0		0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00						60																					100		100	200																			0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0				0.00	0	0		0														
Celtic Augur	PvP	Celtic	«id»:»Ce_Spc_DruidAugur	Augur	Base	Unit	Priest	No Dmg			UserInterface/Icons/techs/c03/c03_utility_techtree/c03_unitaugur_Normal_ua.png						140	0	0	0	0	0	34	0	0	0	0	0	0	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00				6					20					25		16	22	15						1				150		150																			0.46	1.42	0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		1.42	1.42	0.00	1.42	1	1.42	0.6532														
Egyptian Axeman	PvP	Egyptian	«id»:»Eg_Inf_Axeman	Axeman	Base	Unit	Infantry				UserInterface/Icons/techs/c02/c02_military_techtree/c02_unitaxeman_Normal_ua.png						185	0.3	0	0	0.3	0	20	0	8	0	0	0	0	3.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00				7					9															1		25		15		40																			0.54	1.50	0.00		0.00		0.00		0.00		0.56	1.50	0.00		0.00		0.57	1.50	0.00		0.00		0.00		0.00		0.00	0.00	0.61	1.50	0.00	0.00	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	12	0	0	0	0	6	0	0	0	0	24	0	0	0	0	3	0	0	0	0	30	0	0	0	0		10	0	0	0	0	0	24	0	0	0	0		1.50	1.50	0.00	4.50	3	1.50	0.81														
Egyptian AxemanChampion	PvP	Egyptian		Axeman	Champion	Unit	Infantry				UserInterface/Icons/techs/c02/c02_military_techtree/c02_unitstartechaxemanchampion_Normal_ua.png						213	0.3	0	0	0.3	0	20	1	8.8	0	0	0	0	3.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00				7		40			9															1		25		15		40			450.00																0.54	1.50	0.00		0.00		0.00		0.00		0.56	1.50	0.00		0.00		0.57	1.50	0.00		0.00		0.00		0.00		0.00	0.00	0.61	1.50	0.00	0.00	1	0	0	0	#N/A	2	0	0	0	0	#N/A	#N/A	#N/A	#N/A	#N/A	13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.2	0	0	0	0	6.6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	33	0	0	0	0		11	0	0	0	0	0	0	0	0	0	0		1.50	1.50	0.00	4.50	3	1.50	0.81														
Greek Ballista	PvP	Greek	«id»:»Gr_Sie_Ballista	Ballista	Base	Unit	SiegeRanged				UserInterface/Icons/techs/c01/c01_military_techtree/c01_unitballista_Normal_ua.png						280	0	0	0.85	0	0	39	3	0	0	0	0	21	1.00	1.00	1.00	2.50	1.00	1.00	1.00	1.00	1.00	1.00	1.00				4.5					30	13	37													4			300	160		460																			0.05	3.00	0.00		0.00		0.00		0.00		0.05	3.00	0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	63	0	0	0	0	0	0	0	0	0	2	0	0	0	0	126		0	0	0	0	63	0	0	0	0	0	0		3.00	3.00	0.00	6.00	2	3.00	0.15														
Greek BallistaChampion	PvP	Greek		Ballista	Champion	Unit	SiegeRanged				UserInterface/Icons/techs/c01/c01_military_techtree/c01_unittechballistachampion_Normal_ua.png						280	0	0	0.85	0	0		0	0	0	0	0	21	1.00	1.00	1.00	2.50	1.00	1.00	1.00	1.00	1.00	1.00	1.00				6.6		60			30	13	37													4			300	160		460			800																0.05	3.00	0.00		0.00		0.00		0.00		0.05	3.00	0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	63	0	0	0	0	0	0	0	0	0	2	0	0	0	0	126		0	0	0	0	63	0	0	0	0	0	0		3.00	3.00	0.00	6.00	2	3.00	0.15														
Greek BallistaTrireme	PvP	Greek	«id»:»Gr_Shp_CatTrireme	BallistaTrireme	Base	Unit	Ship				UserInterface/Icons/techs/c01/c01_economy_techtree/c01_unitballistatrireme_Normal_ua.png						610	0	0	0.3	0	0	53	3	0	0	0	0	23	1.00	1.00	1.00	4.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00				8					35		48													5			400	250		650																			0.01	3.00	0.00		0.00		0.00		0.00		0.01	3.00	0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	0.00	0.00	0.00	0.00	0.00	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	69	0	0	0	0	0	0	0	0	0	2	0	0	0	0	138		0	0	0	0	69	0	0	0	0	0	0		3.00	3.00	0.00	6.00	2	3.00	0.03														
